STATE,CITY,DAY,MONTH,HARM_EV,MAN_COLL,TYP_INT,WRK_ZONE,LGT_COND,WEATHER1,WEATHER2,WEATHER,CF1,CF2,CF3,FATALS,DRUNK_DR
6,480,6,5,18,0,1,1,3,1,0,1,0,0,0,1,1
6,0,12,8,12,2,3,0,1,1,0,1,0,0,0,1,0
6,0,28,7,9,0,1,0,1,1,0,1,0,0,0,1,0
6,2238,29,5,8,0,1,0,4,1,0,1,0,0,0,1,0
6,3260,30,7,8,0,1,0,1,1,0,1,0,0,0,1,0
6,0,9,4,42,0,1,0,1,1,0,1,0,0,0,1,0
6,1970,25,6,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,26,4,8,0,1,0,3,1,0,1,0,0,0,1,0
6,639,10,7,14,0,1,0,2,1,0,1,15,23,0,1,1
6,0,27,5,25,0,1,0,2,10,0,10,0,0,0,1,0
6,750,15,5,59,0,1,0,3,1,0,1,0,0,0,1,0
6,0,28,5,8,0,1,0,2,1,0,1,23,0,0,1,0
6,0,26,5,12,2,1,0,1,1,0,1,0,0,0,1,1
6,470,10,5,8,0,1,0,1,1,0,1,0,0,0,1,0
6,0,17,6,12,1,1,0,4,1,0,1,27,0,0,2,1
6,0,2,6,25,0,1,0,3,10,0,10,0,0,0,1,0
6,0,5,6,1,0,1,0,2,1,0,1,0,0,0,1,0
6,0,1,6,12,2,1,0,1,1,0,1,28,0,0,1,0
6,9997,21,5,12,1,1,0,2,10,0,10,0,0,0,1,1
6,0,23,7,42,0,1,0,1,1,0,1,0,0,0,1,0
6,0,11,6,12,2,1,0,2,1,0,1,0,0,0,1,0
6,0,19,5,14,0,1,0,2,1,0,1,0,0,0,1,1
6,0,15,7,12,2,1,0,1,1,0,1,0,0,0,1,1
6,0,30,7,1,0,1,0,2,1,0,1,0,0,0,1,1
6,3150,2,4,33,0,1,0,2,1,0,1,0,0,0,1,0
6,3150,3,5,8,0,1,0,1,1,0,1,19,0,0,1,0
6,0,6,6,12,2,3,0,1,1,0,1,14,0,0,1,0
6,0,11,5,1,0,1,0,1,6,0,6,0,0,0,2,0
6,0,25,3,12,6,1,0,2,1,0,1,0,0,0,5,1
6,0,6,1,12,1,1,0,2,1,0,1,19,0,0,1,0
6,0,29,6,12,2,1,0,2,1,0,1,0,0,0,2,1
6,0,11,5,8,0,1,0,2,1,0,1,0,0,0,1,0
6,1980,2,3,12,1,1,0,2,2,0,2,19,0,0,1,0
6,0,5,5,12,2,1,0,2,1,0,1,0,0,0,1,1
6,0,1,6,1,0,1,0,1,1,0,1,14,0,0,1,0
6,0,31,1,12,2,3,0,3,1,0,1,0,0,0,1,1
6,0,2,4,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,29,5,12,6,1,0,1,1,0,1,0,0,0,2,0
6,0,15,5,42,0,1,0,2,1,0,1,0,0,0,1,1
6,0,17,4,12,1,1,0,2,10,0,10,0,0,0,1,1
6,1980,4,3,1,0,1,0,3,10,0,10,0,0,0,1,0
6,3260,10,3,59,0,1,0,2,1,0,1,0,0,0,1,1
6,0,21,4,12,2,1,0,1,1,0,1,0,0,0,1,0
6,681,20,1,8,0,2,0,3,1,0,1,0,0,0,1,1
6,1840,18,4,30,0,1,0,3,1,0,1,0,0,0,1,0
6,1305,6,5,33,0,1,0,1,1,0,1,0,0,0,1,1
6,0,13,5,1,0,3,0,1,6,0,6,14,0,0,1,0
6,0,14,4,1,0,1,1,2,1,0,1,0,0,0,1,0
6,80,20,4,12,1,1,0,3,1,0,1,0,0,0,1,0
6,0,23,4,12,1,1,0,2,1,0,1,14,0,0,1,0
6,0,20,4,34,0,1,0,2,1,0,1,0,0,0,1,1
6,0,17,4,9,0,1,0,1,1,0,1,0,0,0,1,0
6,820,20,4,12,1,1,0,4,1,0,1,0,0,0,1,0
6,0,3,4,12,2,1,0,5,1,0,1,14,0,0,1,0
6,0,18,5,12,6,2,0,5,1,0,1,0,0,0,2,0
6,0,6,5,12,2,1,0,1,1,0,1,0,0,0,1,0
6,1980,18,3,12,99,1,0,3,1,0,1,23,0,0,1,1
6,0,17,6,12,8,1,0,2,1,0,1,0,0,0,1,0
6,0,3,7,12,1,3,0,1,1,0,1,0,0,0,1,0
6,0,5,6,12,7,1,0,2,1,0,1,0,0,0,1,0
6,0,19,4,1,0,1,0,3,1,0,1,0,0,0,1,0
6,0,18,5,12,7,1,0,2,1,0,1,0,0,0,1,0
6,0,3,7,12,2,1,0,1,1,0,1,0,0,0,1,0
6,0,3,8,1,0,1,0,1,1,0,1,0,0,0,1,0
6,0,22,4,59,0,1,0,2,1,0,1,0,0,0,1,1
6,3730,1,2,8,0,3,0,3,10,0,10,0,0,0,1,0
6,860,15,6,8,0,1,0,3,1,0,1,0,0,0,1,0
6,1980,21,7,33,0,1,0,3,10,0,10,0,0,0,1,0
6,0,26,5,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,1,7,42,0,3,0,2,1,0,1,0,0,0,1,0
6,0,12,8,35,0,1,0,2,1,0,1,0,0,0,1,0
6,0,28,6,12,2,1,0,2,1,0,1,0,0,0,2,1
6,3260,29,7,8,0,1,0,1,1,0,1,0,0,0,1,0
6,2100,21,6,12,2,1,0,3,1,0,1,0,0,0,1,1
6,0,5,7,12,2,1,0,2,1,0,1,0,0,0,2,1
6,0,20,3,1,0,1,0,2,1,0,1,0,0,0,2,0
6,3260,26,2,12,2,1,0,3,1,0,1,0,0,0,1,1
6,0,30,5,12,2,1,0,1,1,0,1,0,0,0,1,1
6,0,4,7,1,0,1,0,1,1,0,1,0,0,0,1,0
6,0,29,5,12,2,1,0,1,1,0,1,0,0,0,1,0
6,0,5,7,30,0,1,0,1,1,0,1,0,0,0,1,1
6,0,9,3,33,0,1,0,1,1,0,1,0,0,0,1,0
6,0,23,7,1,0,1,0,1,1,0,1,0,0,0,1,1
6,0,21,3,12,6,3,0,1,1,0,1,0,0,0,1,0
6,0,1,9,12,2,1,0,1,1,0,1,0,0,0,1,0
6,0,4,8,12,7,1,0,5,1,0,1,0,0,0,1,0
6,0,7,6,12,2,1,0,1,1,0,1,0,0,0,1,0
6,0,28,5,42,0,1,0,3,1,0,1,0,0,0,1,0
6,0,21,7,33,0,1,0,3,1,0,1,0,0,0,1,1
6,0,16,6,12,6,3,0,3,1,0,1,0,0,0,1,2
6,1420,2,8,8,0,1,0,2,1,0,1,19,0,0,1,0
6,0,4,7,35,0,1,0,1,1,0,1,0,0,0,1,0
6,0,11,6,16,0,1,0,1,1,0,1,0,0,0,1,0
6,0,25,6,58,0,1,0,1,1,0,1,0,0,0,1,1
6,0,24,4,35,0,1,0,1,1,0,1,0,0,0,1,1
6,2870,3,3,8,0,1,0,3,1,0,1,0,0,0,1,0
6,0,17,4,8,0,1,0,2,1,0,1,19,0,0,1,0
6,3260,23,1,8,0,2,0,3,1,0,1,0,0,0,1,0
6,1980,26,1,8,0,3,0,1,1,0,1,0,0,0,1,0
6,3240,8,2,8,0,1,0,3,1,0,1,0,0,0,1,0
6,1364,18,4,12,6,1,0,1,1,0,1,0,0,0,1,0
6,9997,27,5,12,6,2,0,3,1,0,1,0,0,0,2,1
6,1410,23,6,19,0,3,0,1,1,0,1,0,0,0,1,0
6,850,17,2,12,6,2,0,1,1,0,1,0,0,0,1,1
6,1690,1,7,8,0,1,0,2,1,0,1,0,0,0,1,0
6,4120,19,7,33,0,1,0,4,1,0,1,0,0,0,1,0
6,1690,20,2,33,0,1,0,1,1,0,1,0,0,0,1,0
6,3320,9,3,8,0,2,0,3,10,0,10,0,0,0,1,0
6,0,4,4,59,0,1,0,1,10,0,10,0,0,0,2,0
6,0,5,8,12,6,2,0,1,1,0,1,0,0,0,1,0
6,3340,16,3,42,0,1,0,3,10,0,10,0,0,0,2,1
6,1003,20,7,8,0,1,0,3,1,0,1,0,0,0,1,1
6,2054,3,8,12,2,1,0,1,1,0,1,15,0,0,2,0
6,1980,24,3,8,0,2,0,3,1,0,1,0,0,0,1,0
6,1980,27,7,12,6,1,0,1,1,0,1,0,0,0,1,0
6,3260,25,7,12,2,1,0,1,1,0,1,0,0,0,1,0
6,1980,13,8,14,0,1,0,1,1,0,1,0,0,0,1,0
6,1840,13,8,9,0,1,0,5,1,0,1,0,0,0,1,0
6,719,29,4,8,0,3,0,2,1,0,1,0,0,0,1,0
6,0,12,5,8,0,1,0,1,1,0,1,23,0,0,1,0
6,0,23,7,33,0,1,0,3,1,0,1,0,0,0,1,1
6,0,15,6,9,0,2,0,1,1,0,1,0,0,0,1,0
6,3260,18,7,8,0,1,0,3,1,0,1,0,0,0,1,0
6,0,15,6,12,2,1,0,1,10,0,10,0,0,0,1,0
6,0,5,8,1,0,1,0,1,1,0,1,0,0,0,1,0
6,2240,5,5,12,7,2,0,1,1,0,1,0,0,0,1,0
6,2790,9,5,8,0,2,0,5,1,0,1,0,0,0,1,0
6,1660,5,5,8,0,3,0,5,1,0,1,0,0,0,1,0
6,0,24,4,12,1,1,0,1,1,0,1,0,0,0,1,0
6,0,15,5,12,6,3,0,1,1,0,1,14,0,0,1,0
6,0,4,7,12,2,1,0,1,1,0,1,14,0,0,1,1
6,0,17,2,1,0,1,0,1,1,0,1,0,0,0,1,1
6,0,9,8,38,0,1,0,2,1,0,1,0,0,0,1,0
6,0,11,8,24,0,1,0,1,1,0,1,0,0,0,2,0
6,0,1,4,15,0,3,0,3,1,0,1,0,0,0,1,1
6,2311,23,3,20,0,1,0,1,1,0,1,0,0,0,1,0
6,3180,14,6,8,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,14,6,8,0,1,0,3,1,0,1,0,0,0,1,0
6,1980,1,7,8,0,1,0,1,1,0,1,23,14,0,1,0
6,4197,2,2,12,6,1,0,3,1,0,1,0,0,0,1,0
6,240,21,2,8,0,1,0,3,1,0,1,0,0,0,1,0
6,0,25,6,12,6,1,0,5,1,0,1,0,0,0,1,0
6,1605,28,2,8,0,1,0,3,1,0,1,0,0,0,1,0
6,230,3,6,12,1,1,0,1,1,0,1,0,0,0,1,0
6,0,17,5,12,2,1,0,2,1,0,1,0,0,0,1,0
6,0,13,6,8,0,1,0,2,1,0,1,0,0,0,1,0
6,1980,29,5,12,1,1,0,4,10,0,10,0,0,0,1,0
6,0,25,8,18,0,1,0,2,1,0,1,0,0,0,1,1
6,0,20,3,34,0,2,0,1,10,0,10,0,0,0,1,0
6,0,24,8,1,0,1,0,5,1,0,1,0,0,0,1,0
6,0,15,8,12,1,1,0,2,1,0,1,0,0,0,1,0
6,0,18,7,12,2,1,0,2,1,0,1,0,0,0,1,0
6,0,14,6,12,6,1,0,1,1,0,1,0,0,0,1,0
6,80,18,1,12,1,1,0,3,10,0,10,0,0,0,1,1
6,2922,8,8,25,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,31,3,8,0,1,0,1,1,0,1,0,0,0,1,0
6,0,17,8,12,1,1,0,1,1,0,1,28,0,0,1,0
6,0,3,8,42,0,1,0,1,1,0,1,0,0,0,1,0
6,1940,9,7,8,0,1,0,1,1,0,1,0,0,0,1,0
6,2550,14,5,12,1,1,0,1,1,0,1,0,0,0,1,0
6,0,9,5,12,6,1,0,1,1,0,1,0,0,0,2,0
6,0,17,8,33,0,1,0,1,1,0,1,0,0,0,1,0
6,4040,9,8,8,0,1,1,3,1,0,1,0,0,0,1,0
6,0,25,5,12,6,1,0,1,10,2,2,0,0,0,1,0
6,0,29,7,12,1,1,0,1,1,0,1,0,0,0,1,1
6,0,14,7,42,0,1,0,2,10,0,10,0,0,0,1,0
6,0,4,9,12,8,1,0,1,1,0,1,0,0,0,1,0
6,2870,27,5,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,4,8,18,0,1,1,1,5,10,5,0,0,0,1,0
6,0,23,6,35,0,1,0,4,1,0,1,0,0,0,1,0
6,0,10,6,1,0,1,0,1,1,0,1,0,0,0,2,1
6,0,22,6,1,0,1,0,1,1,0,1,14,0,0,1,0
6,0,20,8,9,0,2,0,1,10,0,10,0,0,0,1,0
6,4010,25,3,8,0,1,0,2,1,0,1,0,0,0,1,0
6,1713,31,7,1,0,1,0,1,1,0,1,0,0,0,1,0
6,0,17,6,1,0,1,0,2,1,0,1,0,0,0,1,1
6,1970,16,3,59,0,1,0,5,1,0,1,0,0,0,2,1
6,0,29,7,12,8,1,0,1,1,0,1,0,0,0,2,1
6,0,17,4,1,0,1,0,2,1,0,1,0,0,0,3,0
6,0,4,8,8,0,1,0,2,1,0,1,0,0,0,1,0
6,1345,4,5,30,0,1,0,3,1,0,1,0,0,0,1,0
6,0,26,8,1,0,1,0,1,1,0,1,0,0,0,1,0
6,0,27,8,11,0,1,0,1,1,0,1,0,0,0,1,0
6,0,7,6,12,6,1,0,3,1,0,1,15,19,0,2,0
6,0,13,7,5,0,1,0,1,1,0,1,14,0,0,1,0
6,3340,28,4,12,1,1,0,3,1,0,1,23,0,0,2,0
6,537,23,7,12,1,1,0,3,1,0,1,0,0,0,1,0
6,2560,9,6,42,0,1,0,1,1,0,1,0,0,0,1,0
6,1080,2,5,35,0,1,0,1,10,0,10,0,0,0,1,0
6,0,13,8,12,1,1,0,1,1,0,1,0,0,0,1,0
6,0,27,8,1,0,1,0,1,1,0,1,22,0,0,1,0
6,2070,22,4,9,0,2,0,1,1,0,1,0,0,0,1,1
6,1970,2,5,33,0,1,0,1,1,0,1,0,0,0,1,0
6,0,19,5,12,8,1,0,2,1,0,1,0,0,0,1,0
6,0,17,7,12,2,1,0,4,1,0,1,0,0,0,1,0
6,3210,23,3,59,0,1,0,3,10,0,10,0,0,0,1,1
6,3410,16,6,12,1,1,0,3,1,0,1,14,0,0,1,0
6,0,28,7,1,0,1,0,1,1,0,1,0,0,0,1,1
6,0,27,7,43,0,1,0,2,1,0,1,0,0,0,1,0
6,1980,15,7,12,1,1,0,2,1,0,1,0,0,0,1,0
6,110,6,7,8,0,1,0,2,1,0,1,0,0,0,1,0
6,3960,10,5,14,0,1,0,3,10,0,10,0,0,0,1,0
6,0,11,8,12,2,1,0,1,1,0,1,14,0,0,1,0
6,0,10,7,24,0,1,0,5,1,0,1,0,0,0,1,1
6,0,1,6,12,6,1,0,1,1,0,1,0,0,0,1,0
6,980,20,5,8,0,1,0,2,1,0,1,0,0,0,1,0
6,0,12,7,8,0,1,0,3,1,0,1,0,0,0,1,0
6,0,31,8,12,1,1,0,2,1,0,1,0,0,0,1,0
6,0,22,8,12,1,1,0,1,1,0,1,0,0,0,1,0
6,0,22,8,8,0,1,0,2,1,0,1,0,0,0,1,1
6,1090,17,9,35,0,1,0,2,1,0,1,0,0,0,1,0
6,4010,25,1,12,7,1,0,2,2,0,2,0,0,0,1,0
6,0,11,7,12,8,1,0,4,1,0,1,0,0,0,2,0
6,2730,4,2,8,0,1,0,5,1,0,1,0,0,0,1,0
6,0,28,6,43,0,1,0,2,1,0,1,0,0,0,1,1
6,1840,5,1,12,6,3,0,5,1,0,1,0,0,0,1,0
6,2570,5,3,12,6,2,0,5,1,0,1,0,0,0,1,0
6,2150,24,3,8,0,1,0,5,10,0,10,0,0,0,1,0
6,0,30,7,12,2,1,0,1,8,0,8,0,0,0,2,0
6,0,5,8,12,1,1,0,1,1,0,1,0,0,0,1,0
6,0,8,8,12,1,1,0,2,5,0,5,0,0,0,1,1
6,0,5,5,43,0,3,0,1,1,0,1,0,0,0,1,1
6,0,6,8,12,2,1,0,1,1,0,1,0,0,0,1,1
6,230,18,4,33,0,1,0,3,1,0,1,0,0,0,1,0
6,2650,2,6,33,0,1,0,3,1,0,1,14,0,0,1,1
6,3320,28,4,12,2,1,0,3,1,0,1,14,0,0,2,1
6,1445,30,3,12,6,2,0,3,1,0,1,0,0,0,1,0
6,1410,26,2,59,0,3,0,3,1,0,1,0,0,0,1,1
6,0,22,7,42,0,1,0,2,1,0,1,0,0,0,1,0
6,0,29,6,42,0,1,0,1,1,0,1,0,0,0,1,0
6,0,17,8,12,6,2,0,3,1,0,1,0,0,0,1,0
6,0,20,8,24,0,1,0,5,1,0,1,0,0,0,1,1
6,0,22,8,30,0,1,0,1,1,0,1,0,0,0,1,0
6,1305,13,6,8,0,1,0,3,1,0,1,0,0,0,1,0
6,9997,4,6,12,6,2,0,1,1,0,1,0,0,0,1,1
6,3310,14,6,8,0,2,0,3,1,0,1,0,0,0,1,0
6,4258,23,3,8,0,1,0,2,1,0,1,0,0,0,1,0
6,450,27,3,12,98,1,0,1,1,0,1,0,0,0,1,0
6,1970,10,6,14,0,1,0,3,1,0,1,0,0,0,1,0
6,1305,26,5,8,0,1,0,3,1,0,1,0,0,0,1,0
6,0,16,8,12,6,3,0,1,1,0,1,0,0,0,1,0
6,0,14,8,33,0,1,0,3,1,0,1,0,0,0,1,0
6,0,19,8,12,2,1,0,5,1,0,1,0,0,0,1,0
6,4040,19,8,8,0,1,0,2,1,0,1,0,0,0,1,0
6,1305,18,6,52,0,1,0,2,10,0,10,14,0,0,1,0
6,0,4,8,12,2,1,0,2,1,0,1,0,0,0,1,1
6,2550,27,5,14,0,1,0,3,1,0,1,23,0,0,1,1
6,2583,21,7,39,0,1,0,1,1,0,1,20,0,0,1,0
6,110,14,1,5,0,3,0,3,1,0,1,0,0,0,1,1
6,3880,3,4,8,0,2,0,3,1,0,1,0,0,0,1,0
6,2730,28,4,12,6,3,0,1,1,0,1,0,0,0,1,0
6,1305,29,6,1,0,1,0,1,1,0,1,0,0,0,1,1
6,538,15,7,33,0,1,0,1,1,0,1,0,0,0,1,1
6,1990,23,6,12,7,2,0,1,1,0,1,0,0,0,1,1
6,1980,23,2,8,0,1,0,3,1,0,1,0,0,0,1,0
6,780,29,6,33,0,3,0,1,1,0,1,0,0,0,1,0
6,1980,2,7,8,0,1,0,3,1,0,1,0,0,0,1,0
6,2200,27,7,46,0,2,0,1,1,0,1,0,0,0,1,0
6,100,1,7,8,0,3,0,3,1,0,1,0,0,0,1,0
6,2684,5,8,33,0,2,0,3,1,0,1,0,0,0,1,0
6,2680,21,8,42,0,1,0,1,1,0,1,0,0,0,1,0
6,3180,8,7,38,0,1,0,2,1,0,1,0,0,0,1,1
6,1980,27,8,58,0,1,0,1,1,0,1,0,0,0,1,0
6,2280,19,7,33,0,3,0,1,1,0,1,0,0,0,1,0
6,3260,26,8,33,0,1,0,5,1,0,1,0,0,0,1,1
6,90,22,7,5,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,26,8,30,0,2,0,1,1,0,1,0,0,0,1,0
6,1580,12,7,8,0,1,0,2,1,0,1,0,0,0,1,0
6,3260,23,2,12,7,3,0,1,1,0,1,23,0,0,1,0
6,2950,10,7,33,0,1,0,1,1,0,1,0,0,0,1,1
6,0,2,8,12,6,1,0,1,1,0,1,0,0,0,1,0
6,2650,14,3,8,0,3,0,3,1,0,1,0,0,0,1,0
6,80,28,4,8,0,1,0,3,1,0,1,0,0,0,1,0
6,2200,8,5,8,0,1,0,1,1,0,1,0,0,0,1,0
6,690,10,5,8,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,26,4,8,0,2,0,3,1,0,1,0,0,0,1,0
6,2950,21,3,12,6,2,0,3,2,0,2,0,0,0,1,1
6,0,26,8,1,0,1,0,1,1,0,1,0,0,0,1,0
6,0,10,7,12,2,1,0,1,1,0,1,0,0,0,1,0
6,0,15,9,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,29,7,12,6,2,0,1,5,0,5,0,0,0,1,0
6,0,7,9,18,0,1,0,1,1,0,1,14,0,0,1,1
6,0,5,9,12,6,1,0,1,1,0,1,0,0,0,1,1
6,930,10,9,23,0,1,0,1,1,0,1,0,0,0,1,0
6,0,9,8,30,0,1,0,1,1,0,1,0,0,0,1,1
6,0,25,7,12,1,1,0,4,1,0,1,19,27,0,1,0
6,0,11,8,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,15,9,35,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,7,5,33,0,1,0,3,1,0,1,0,0,0,1,0
6,0,7,9,12,6,2,0,2,1,0,1,0,0,0,1,1
6,0,6,7,54,11,1,0,1,1,0,1,14,0,0,1,0
6,0,29,7,1,0,1,0,2,1,0,1,0,0,0,1,1
6,0,2,8,1,0,1,0,1,1,0,1,0,0,0,1,0
6,0,13,7,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,9,9,24,0,1,0,2,1,0,1,0,0,0,1,1
6,0,9,8,12,8,1,0,1,1,0,1,0,0,0,1,0
6,1430,11,5,33,0,1,0,1,10,2,2,14,0,0,1,0
6,0,10,9,12,2,1,0,2,1,0,1,0,0,0,1,0
6,0,2,5,12,2,1,0,1,1,0,1,0,0,0,1,0
6,0,3,6,24,0,1,0,1,1,0,1,0,0,0,1,0
6,0,3,6,12,1,1,0,3,1,0,1,0,0,0,1,0
6,2960,5,6,8,0,1,0,2,1,0,1,0,0,0,1,0
6,0,23,9,30,0,1,0,2,1,0,1,0,0,0,1,0
6,1182,14,8,8,0,1,1,2,10,0,10,0,0,0,1,0
6,0,16,8,12,6,3,0,1,1,0,1,0,0,0,1,0
6,0,14,7,8,0,3,0,3,1,0,1,0,0,0,1,1
6,3445,22,6,12,1,1,0,3,1,0,1,0,0,0,1,0
6,1300,16,7,12,9,1,1,3,1,0,1,0,0,0,1,1
6,0,2,7,12,1,1,0,1,1,0,1,0,0,0,1,0
6,0,13,9,35,0,1,0,1,1,0,1,0,0,0,1,0
6,1940,17,8,9,0,2,0,1,1,0,1,0,0,0,1,0
6,0,6,9,1,0,2,0,2,1,0,1,0,0,0,1,0
6,0,29,4,12,2,1,0,1,10,0,10,0,0,0,3,1
6,0,30,9,1,0,1,0,2,1,0,1,0,0,0,1,1
6,0,12,3,1,0,1,0,2,2,0,2,0,0,0,1,1
6,0,31,8,12,6,2,0,1,1,0,1,0,0,0,1,0
6,0,7,8,12,2,1,0,1,10,0,10,0,0,0,2,0
6,0,23,8,9,0,1,0,2,1,0,1,0,0,0,1,0
6,0,21,9,12,2,1,0,5,1,0,1,0,0,0,1,2
6,0,28,6,12,6,1,0,1,1,0,1,0,0,0,1,0
6,0,12,8,38,0,1,0,1,1,0,1,0,0,0,1,0
6,0,15,7,12,6,2,0,3,1,0,1,0,0,0,1,0
6,0,11,4,1,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,27,8,14,0,1,0,1,1,0,1,0,0,0,1,0
6,0,3,8,8,0,1,0,5,1,0,1,0,0,0,1,0
6,0,24,9,1,0,1,0,5,1,0,1,0,0,0,1,1
6,0,17,8,9,0,1,0,2,1,0,1,0,0,0,1,0
6,0,24,9,12,6,1,0,1,1,0,1,0,0,0,1,0
6,1580,16,5,8,0,1,0,2,1,0,1,0,0,0,1,0
6,3770,30,3,9,0,2,0,1,1,0,1,0,0,0,1,0
6,2200,1,4,8,0,1,0,1,1,0,1,0,0,0,1,0
6,0,7,6,9,0,3,0,1,1,0,1,0,0,0,1,0
6,3490,2,6,8,0,3,0,4,1,0,1,0,0,0,1,1
6,2645,31,8,33,0,3,0,1,1,0,1,0,0,0,1,0
6,0,23,8,12,6,2,0,4,1,0,1,0,0,0,1,0
6,0,8,7,43,0,1,0,1,1,0,1,0,0,0,2,0
6,0,17,9,12,2,1,0,1,1,0,1,0,0,0,1,0
6,0,7,9,8,0,1,0,3,1,0,1,0,0,0,1,0
6,0,29,7,12,7,1,0,2,1,0,1,0,0,0,2,0
6,0,12,6,8,0,1,0,2,1,0,1,14,19,0,1,0
6,1560,9,7,8,0,2,0,3,1,0,1,0,0,0,1,0
6,3770,27,4,33,0,1,0,5,1,0,1,0,0,0,1,1
6,2200,11,9,42,0,1,0,3,1,0,1,0,0,0,1,0
6,0,30,7,12,2,1,0,2,1,0,1,0,0,0,1,1
6,4200,21,9,12,1,1,0,3,1,0,1,0,0,0,3,0
6,0,14,7,42,0,1,0,2,1,0,1,0,0,0,1,1
6,0,15,7,12,2,1,0,2,1,0,1,0,0,0,1,1
6,2050,28,8,8,0,1,0,3,1,0,1,0,0,0,1,0
6,1840,23,6,8,0,1,0,2,1,0,1,0,0,0,1,0
6,4040,6,7,8,0,2,0,3,1,0,1,0,0,0,1,0
6,1980,30,9,30,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,12,9,8,0,1,0,3,1,0,1,0,0,0,1,0
6,1980,29,9,8,0,1,0,3,10,0,10,0,0,0,1,0
6,3290,17,7,8,0,1,0,1,10,0,10,0,0,0,1,0
6,3150,17,7,9,0,1,0,3,1,0,1,0,0,0,1,0
6,4060,19,7,8,0,1,0,3,1,0,1,0,0,0,1,0
6,2620,20,7,8,0,1,0,3,1,0,1,0,0,0,1,1
6,1980,29,7,8,0,1,0,3,1,0,1,0,0,0,1,0
6,3590,17,9,8,0,2,0,3,1,0,1,0,0,0,1,0
6,3260,3,8,14,0,1,0,3,1,0,1,14,0,0,1,0
6,3210,8,9,8,0,1,0,3,1,0,1,0,0,0,1,0
6,1364,8,7,8,0,1,0,1,1,0,1,0,0,0,1,0
6,0,10,8,12,1,1,0,1,1,0,1,28,0,0,1,0
6,2200,6,7,12,2,2,0,1,1,0,1,0,0,0,1,0
6,2200,4,7,9,0,2,0,3,1,0,1,0,0,0,1,1
6,3150,2,8,8,0,1,0,1,1,0,1,0,0,0,1,0
6,0,24,7,12,2,1,0,2,1,0,1,0,0,0,2,0
6,0,21,6,1,0,1,0,1,1,0,1,14,0,0,1,0
6,9997,25,5,8,0,2,0,3,1,0,1,0,0,0,1,0
6,2950,4,4,12,6,3,0,1,10,0,10,0,0,0,1,0
6,3450,10,7,9,0,1,0,1,1,0,1,0,0,0,1,0
6,1980,22,7,12,6,1,0,3,1,0,1,0,0,0,1,0
6,1552,4,8,12,6,2,0,3,1,0,1,0,0,0,1,0
6,2116,12,5,8,0,1,0,2,1,0,1,0,0,0,1,0
6,1045,16,7,12,6,2,0,1,1,0,1,0,0,0,1,0
6,3150,10,9,8,0,1,0,3,1,0,1,0,0,0,1,0
6,4027,11,8,8,0,3,0,3,1,0,1,0,0,0,1,0
6,2645,11,8,8,0,2,0,2,1,0,1,0,0,0,1,0
6,0,3,8,12,2,1,0,1,1,0,1,0,0,0,1,1
6,0,28,4,12,2,1,0,1,1,0,1,0,0,0,1,0
6,1980,21,8,42,0,1,0,1,1,0,1,15,0,0,1,0
6,3690,21,6,12,6,1,0,1,1,0,1,0,0,0,1,0
6,1690,1,9,12,6,3,0,1,1,0,1,0,0,0,1,0
6,3490,17,7,1,0,1,0,1,1,0,1,0,0,0,1,0
6,1840,25,8,9,0,1,0,4,1,0,1,0,0,0,1,0
6,1980,1,9,12,6,3,0,1,1,0,1,14,0,0,1,0
6,1980,29,8,12,6,3,0,3,1,0,1,0,0,0,1,0
6,1305,17,8,33,0,1,0,3,1,0,1,0,0,0,1,1
6,305,13,8,9,0,2,0,1,1,0,1,0,0,0,1,0
6,4163,2,6,12,1,1,0,1,1,0,1,28,0,0,1,0
6,3260,2,1,12,1,1,0,2,1,0,1,19,0,0,2,0
6,3290,14,8,9,0,2,4,1,10,0,10,0,0,0,1,1
6,1980,3,9,9,0,1,0,1,1,0,1,0,0,0,1,0
6,1260,7,9,12,6,1,0,1,1,0,1,0,0,0,1,0
6,3770,7,6,8,0,3,0,1,1,0,1,0,0,0,1,0
6,1580,9,9,12,2,1,0,2,1,0,1,0,0,0,1,1
6,0,11,5,1,0,1,0,3,1,0,1,0,0,0,1,0
6,710,22,1,25,0,1,0,1,1,0,1,19,0,0,1,0
6,0,26,5,12,1,1,0,2,10,0,10,0,0,0,1,1
6,240,22,8,24,0,1,0,3,1,0,1,0,0,0,1,0
6,1560,22,4,12,6,1,0,3,1,0,1,23,15,0,1,1
6,680,25,3,14,0,1,0,3,1,0,1,23,0,0,1,0
6,0,18,4,12,2,1,0,2,1,0,1,0,0,0,1,0
